comp,H2_wtpercent,Enthalpy,Temp_C,P_atm,Phase,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber
Mg2Ni,3.7,62.2,450,57,A2B,Mg2 Ni1,12,28,16,17.33333333,7.111111111,12,61,68,7,65.66666667,3.111111111,68,24.305,58.6934,34.3884,35.7678,15.28373333,24.305,923,1728,805,1191.333333,357.7777778,923,2,10,8,4.666666667,3.555555556,2,3,4,1,3.333333333,0.444444444,3,124,141,17,135.3333333,7.555555556,141,1.31,1.91,0.6,1.51,0.266666667,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.666666667,3.555555556,0,0,0,0,0,0,0,2,10,8,4.666666667,3.555555556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,2,2,0.666666667,0.888888889,0,10.32,22.89,12.57,18.7,5.586666667,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,194,225,31,204.3333333,13.77777778,194
Mg2Ni.75Co.25,3.1,64.5,279,1,A2B,Mg2 Ni0.75 Co0.25,12,28,16,17.25,7,12,58,68,10,65.41666667,3.444444444,68,24.305,58.933195,34.628195,35.78778292,15.31037722,24.305,923,1768,845,1194.666667,362.2222222,923,2,10,8,4.583333333,3.444444444,2,3,4,1,3.333333333,0.444444444,3,124,141,17,135.5,7.333333333,141,1.31,1.91,0.6,1.5075,0.263333333,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.583333333,3.444444444,0,0,0,0,0,0,0,2,10,8,4.583333333,3.444444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.75,1,0,0,0,0,0,0,0,0,3,3,0.75,1,0,10.245,22.89,12.645,18.69375,5.595,22.89,0,0,0,0,0,0,0,1.5484712,1.5484712,0.277887942,0.370517256,0,194,225,31,201.75,11.625,194
Mg2Ni.75Cr.25,3,59.9,248,1,A2B,Mg2 Ni0.75 Cr0.25,12,28,16,17,6.666666667,12,49,68,19,64.66666667,4.444444444,68,24.305,58.6934,34.3884,35.20969167,14.53958889,24.305,923,2180,1257,1229,408,923,2,10,8,4.333333333,3.111111111,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136.5833333,6.291666667,141,1.31,1.91,0.6,1.489166667,0.238888889,1.31,1,2,1,1.916666667,0.152777778,2,0,0,0,0,0,0,0,8,8,2.416666667,3.222222222,0,0,0,0,0,0,0,2,10,8,4.333333333,3.111111111,2,0,1,1,0.083333333,0.152777778,0,0,0,0,0,0,0,0,5,5,0.916666667,1.222222222,0,0,0,0,0,0,0,0,6,6,1,1.333333333,0,10.32,22.89,12.57,18.7725,5.49,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,194,229,35,204.6666667,14.22222222,194
Mg2Ni.75Cu.25,1000,53.2,227,1,A2B,Mg2 Ni0.75 Cu0.25,12,29,17,17.41666667,7.222222222,12,61,68,7,65.91666667,2.777777778,68,24.305,63.546,39.241,36.17218333,15.82291111,24.305,923,1728,805,1160.480833,316.6411111,923,2,11,9,4.75,3.666666667,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136,6.666666667,141,1.31,1.91,0.6,1.509166667,0.265555556,1.31,1,2,1,1.916666667,0.152777778,2,0,0,0,0,0,0,0,10,10,2.833333333,3.777777778,0,0,0,0,0,0,0,2,11,9,4.75,3.666666667,2,0,1,1,0.083333333,0.152777778,0,0,0,0,0,0,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,0,2,2,0.583333333,0.777777778,0,10.32,22.89,12.57,18.7625,5.503333333,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,194,225,31,204.3333333,13.77777778,194
Mg2Ni.75Fe.25,2.8,63.2,253,1,A2B,Mg2 Ni0.75 Fe0.25,12,28,16,17.16666667,6.888888889,12,55,68,13,65.16666667,3.777777778,68,24.305,58.6934,34.3884,35.53043333,14.96724444,24.305,923,1811,888,1198.25,367,923,2,10,8,4.5,3.333333333,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136,6.666666667,141,1.31,1.91,0.6,1.503333333,0.257777778,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.5,3.333333333,0,0,0,0,0,0,0,2,10,8,4.5,3.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.833333333,1.111111111,0,0,0,0,0,0,0,0,4,4,0.833333333,1.111111111,0,10.32,22.89,12.57,18.73416667,5.541111111,22.89,0,0,0,0,0,0,0,2.1106628,2.1106628,0.324737242,0.432982989,0,194,229,35,204.6666667,14.22222222,194
Mg2Ni.75Fe.25,3.3,65.2,300,1.9,A2B,Mg2 Ni0.75 Fe0.25,12,28,16,17.16666667,6.888888889,12,55,68,13,65.16666667,3.777777778,68,24.305,58.6934,34.3884,35.53043333,14.96724444,24.305,923,1811,888,1198.25,367,923,2,10,8,4.5,3.333333333,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136,6.666666667,141,1.31,1.91,0.6,1.503333333,0.257777778,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.5,3.333333333,0,0,0,0,0,0,0,2,10,8,4.5,3.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.833333333,1.111111111,0,0,0,0,0,0,0,0,4,4,0.833333333,1.111111111,0,10.32,22.89,12.57,18.73416667,5.541111111,22.89,0,0,0,0,0,0,0,2.1106628,2.1106628,0.324737242,0.432982989,0,194,229,35,204.6666667,14.22222222,194
Mg2Ni.75V.25,2.9,62.4,250,1,A2B,Mg2 Ni0.75 V0.25,12,28,16,16.91666667,6.555555556,12,46,68,22,64.41666667,4.777777778,68,24.305,58.6934,34.3884,35.12180833,14.42241111,24.305,923,2183,1260,1229.25,408.3333333,923,2,10,8,4.25,3,2,3,4,1,3.333333333,0.444444444,3,124,153,29,137.75,6.875,141,1.31,1.91,0.6,1.486666667,0.235555556,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.25,3,0,0,0,0,0,0,0,2,10,8,4.25,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.083333333,1.444444444,0,0,0,0,0,0,0,0,7,7,1.083333333,1.444444444,0,10.32,22.89,12.57,18.92416667,5.287777778,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,194,229,35,204.6666667,14.22222222,194
Mg2Ni.75Zn.25,3.3,61.5,246,1,A2B,Mg2 Ni0.75 Zn0.25,12,30,18,17.5,7.333333333,12,61,69,8,66.33333333,2.666666667,68,24.305,65.38,41.075,36.32501667,16.02668889,24.305,692.68,1728,1035.32,1105.056667,311.4716667,923,2,12,10,4.833333333,3.777777778,2,3,4,1,3.333333333,0.444444444,3,122,141,19,135.1666667,7.777777778,141,1.31,1.91,0.6,1.488333333,0.237777778,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,2.833333333,3.777777778,0,0,0,0,0,0,0,2,12,10,4.833333333,3.777777778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,0,2,2,0.5,0.75,0,10.32,22.89,12.57,19.00333333,5.182222222,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,194,225,31,201.75,11.625,194
Mg2Ni0.75Co0.25,3.2,61,250,0.5,A2B,Mg2 Ni0.75 Co0.25,12,28,16,17.25,7,12,58,68,10,65.41666667,3.444444444,68,24.305,58.933195,34.628195,35.78778292,15.31037722,24.305,923,1768,845,1194.666667,362.2222222,923,2,10,8,4.583333333,3.444444444,2,3,4,1,3.333333333,0.444444444,3,124,141,17,135.5,7.333333333,141,1.31,1.91,0.6,1.5075,0.263333333,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.583333333,3.444444444,0,0,0,0,0,0,0,2,10,8,4.583333333,3.444444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.75,1,0,0,0,0,0,0,0,0,3,3,0.75,1,0,10.245,22.89,12.645,18.69375,5.595,22.89,0,0,0,0,0,0,0,1.5484712,1.5484712,0.277887942,0.370517256,0,194,225,31,201.75,11.625,194
Mg2Ni0.75Cr0.25,3.2,61,250,0.9,A2B,Mg2 Ni0.75 Cr0.25,12,28,16,17,6.666666667,12,49,68,19,64.66666667,4.444444444,68,24.305,58.6934,34.3884,35.20969167,14.53958889,24.305,923,2180,1257,1229,408,923,2,10,8,4.333333333,3.111111111,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136.5833333,6.291666667,141,1.31,1.91,0.6,1.489166667,0.238888889,1.31,1,2,1,1.916666667,0.152777778,2,0,0,0,0,0,0,0,8,8,2.416666667,3.222222222,0,0,0,0,0,0,0,2,10,8,4.333333333,3.111111111,2,0,1,1,0.083333333,0.152777778,0,0,0,0,0,0,0,0,5,5,0.916666667,1.222222222,0,0,0,0,0,0,0,0,6,6,1,1.333333333,0,10.32,22.89,12.57,18.7725,5.49,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,194,229,35,204.6666667,14.22222222,194
Mg2Ni0.75Cu0.25,3.2,59,250,1.2,A2B,Mg2 Ni0.75 Cu0.25,12,29,17,17.41666667,7.222222222,12,61,68,7,65.91666667,2.777777778,68,24.305,63.546,39.241,36.17218333,15.82291111,24.305,923,1728,805,1160.480833,316.6411111,923,2,11,9,4.75,3.666666667,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136,6.666666667,141,1.31,1.91,0.6,1.509166667,0.265555556,1.31,1,2,1,1.916666667,0.152777778,2,0,0,0,0,0,0,0,10,10,2.833333333,3.777777778,0,0,0,0,0,0,0,2,11,9,4.75,3.666666667,2,0,1,1,0.083333333,0.152777778,0,0,0,0,0,0,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,0,2,2,0.583333333,0.777777778,0,10.32,22.89,12.57,18.7625,5.503333333,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,194,225,31,204.3333333,13.77777778,194
Mg2Ni0.75Fe0.25,3.2,60,250,1,A2B,Mg2 Ni0.75 Fe0.25,12,28,16,17.16666667,6.888888889,12,55,68,13,65.16666667,3.777777778,68,24.305,58.6934,34.3884,35.53043333,14.96724444,24.305,923,1811,888,1198.25,367,923,2,10,8,4.5,3.333333333,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136,6.666666667,141,1.31,1.91,0.6,1.503333333,0.257777778,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.5,3.333333333,0,0,0,0,0,0,0,2,10,8,4.5,3.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.833333333,1.111111111,0,0,0,0,0,0,0,0,4,4,0.833333333,1.111111111,0,10.32,22.89,12.57,18.73416667,5.541111111,22.89,0,0,0,0,0,0,0,2.1106628,2.1106628,0.324737242,0.432982989,0,194,229,35,204.6666667,14.22222222,194
Mg2Ni0.75Mn0.25,3.2,58,250,1,A2B,Mg2 Ni0.75 Mn0.25,12,28,16,17.08333333,6.777777778,12,52,68,16,64.91666667,4.111111111,68,24.305,58.6934,34.3884,35.45485375,14.86647167,24.305,923,1728,805,1173.916667,334.5555556,923,2,10,8,4.416666667,3.222222222,2,3,4,1,3.333333333,0.444444444,3,124,141,17,136.5833333,6.291666667,141,1.31,1.91,0.6,1.48,0.226666667,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.416666667,3.222222222,0,0,0,0,0,0,0,2,10,8,4.416666667,3.222222222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.916666667,1.222222222,0,0,0,0,0,0,0,0,5,5,0.916666667,1.222222222,0,10.32,22.89,12.57,18.71396552,5.568045977,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148874518,0.223260091,0,194,225,31,203.6666667,12.88888889,194
Mg2Ni0.75Ti0.25,3.2,56,250,1.2,A2B,Mg2 Ni0.75 Ti0.25,12,28,16,16.83333333,6.444444444,12,43,68,25,64.16666667,5.111111111,68,24.305,58.6934,34.3884,34.8656,14.0808,24.305,923,1941,1018,1209.083333,381.4444444,923,2,10,8,4.166666667,2.916666667,2,3,4,1,3.333333333,0.444444444,3,124,160,36,138.3333333,7.166666667,141,1.31,1.91,0.6,1.479166667,0.225555556,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.166666667,2.916666667,0,0,0,0,0,0,0,2,10,8,4.166666667,2.916666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.166666667,1.555555556,0,0,0,0,0,0,0,0,8,8,1.166666667,1.555555556,0,10.32,22.89,12.57,19.23083333,4.878888889,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148850553,0.223272074,0,194,225,31,201.75,11.625,194
Mg2Ni0.75Ti0.25,3.2,59,250,1.3,A2B,Mg2 Ni0.75 Ti0.25,12,28,16,16.83333333,6.444444444,12,43,68,25,64.16666667,5.111111111,68,24.305,58.6934,34.3884,34.8656,14.0808,24.305,923,1941,1018,1209.083333,381.4444444,923,2,10,8,4.166666667,2.916666667,2,3,4,1,3.333333333,0.444444444,3,124,160,36,138.3333333,7.166666667,141,1.31,1.91,0.6,1.479166667,0.225555556,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.166666667,2.916666667,0,0,0,0,0,0,0,2,10,8,4.166666667,2.916666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.166666667,1.555555556,0,0,0,0,0,0,0,0,8,8,1.166666667,1.555555556,0,10.32,22.89,12.57,19.23083333,4.878888889,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148850553,0.223272074,0,194,225,31,201.75,11.625,194
Mg2Ni0.7Zr0.3,3.5,59.8,340,10,A2B,Mg2 Ni0.7 Zr0.3,12,40,28,18.53333333,8.711111111,12,44,68,24,63.96666667,5.377777778,68,24.305,91.224,66.919,39.02086,19.62114667,24.305,923,2128,1205,1231.333333,411.1111111,923,2,10,8,4.066666667,2.768888889,2,3,5,2,3.433333333,0.577777778,3,124,175,51,140.4333333,7.668888889,141,1.31,1.91,0.6,1.452,0.213733333,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,2.066666667,2.768888889,0,0,0,0,0,0,0,2,10,8,4.066666667,2.768888889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.266666667,1.688888889,0,0,0,0,0,0,0,0,8,8,1.266666667,1.688888889,0,10.32,23.195,12.875,19.9875,4.5115,22.89,0,0,0,0,0,0,0,0.5953947,0.5953947,0.13892543,0.213018993,0,194,225,31,201.2333333,11.09111111,194
ThCo,1.4,46.8,40,0.05,AB,Th1 Co1,27,90,63,58.5,31.5,27,16,58,42,37,21,16,58.933195,232.03806,173.104865,145.4856275,86.5524325,58.933195,1768,2023,255,1895.5,127.5,1768,3,9,6,6,3,3,4,7,3,5.5,1.5,4,126,206,80,166,40,126,1.3,1.88,0.58,1.59,0.29,1.3,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.5,2.5,2,0,0,0,0,0,0,4,9,5,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,0,0,0,0,0,0,3,8,5,5.5,2.5,3,10.245,32.37,22.125,21.3075,11.0625,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.7742356,0.7742356,0,194,225,31,209.5,15.5,194
ThNi,1.2,45.3,40,0.01,AB,Th1 Ni1,28,90,62,59,31,28,16,61,45,38.5,22.5,16,58.6934,232.03806,173.34466,145.36573,86.67233,58.6934,1728,2023,295,1875.5,147.5,1728,3,10,7,6.5,3.5,3,4,7,3,5.5,1.5,4,124,206,82,165,41,124,1.3,1.91,0.61,1.605,0.305,1.3,2,2,0,2,0,2,0,0,0,0,0,0,2,8,6,5,3,2,0,0,0,0,0,0,4,10,6,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,5,3,2,0,0,0,0,0,0,2,8,6,5,3,2,10.32,32.37,22.05,21.345,11.025,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.29769735,0.29769735,0,225,225,0,225,0,225
Ti.46Fe.45V.05Mn.05,1.7,28.6,22,2,AB,Ti0.46 Fe0.45 V0.05 Mn0.05,22,26,4,23.98019802,1.90079404,22,43,55,12,48.94059406,5.702382119,43,47.867,55.845,7.978,51.92380916,3.792569645,47.867,1519,2183,664,1874.168317,91.45377904,1941,4,8,4,5.98019802,1.90079404,4,4,4,0,4,0,4,132,160,28,146.1386139,13.30555828,160,1.54,1.83,0.29,1.674158416,0.138868738,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,3.98019802,1.90079404,2,0,0,0,0,0,0,4,8,4,5.98019802,1.90079404,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,6.01980198,1.90079404,8,0,0,0,0,0,0,4,8,4,6.01980198,1.90079404,8,10.48758621,16.69,6.202413793,13.54532605,2.864455479,16.69,0,0,0,0,0,0,0,2.1106628,2.1106628,0.940419932,1.042790674,2.25E-05,194,229,35,212.4653465,16.81991962,194
Ti.96Zr.04Fe.95Nb.04,1.7,31.8,30,1.4,AB,Ti0.96 Zr0.04 Fe0.95 Nb0.04,22,41,19,24.65326633,2.559935355,22,43,55,12,48.82914573,5.89177041,43,47.867,92.90638,45.03938,53.45240462,5.388933104,47.867,1811,2750,939,1898.959799,83.98171763,1941,4,8,4,5.929648241,1.97671776,4,4,5,1,4.040201005,0.077169768,4,132,175,43,147.0150754,14.33600162,160,1.33,1.83,0.5,1.675427136,0.147582132,1.54,1,2,1,1.979899497,0.039392945,2,0,0,0,0,0,0,2,6,4,3.949748744,1.959546476,2,0,0,0,0,0,0,4,8,4,5.929648241,1.97671776,4,0,1,1,0.020100503,0.039392945,0,0,0,0,0,0,0,4,8,4,6.050251256,1.959546476,8,0,0,0,0,0,0,4,8,4,6.070351759,1.97671776,8,10.73,23.195,12.465,14.00547739,3.127340219,16.69,0,0,0,0,0,0,0,2.1106628,2.1106628,1.007613715,1.053162443,2.25E-05,194,229,35,211.4120603,17.49955809,194
Ti.9Fe.9B.2,1.5,7.6,27,14,AB,Ti0.9 Fe0.9 B0.2,5,26,21,22.1,3.51,22,43,72,29,51.3,7.47,43,10.811,55.845,45.034,47.7515,7.3881,47.867,1811,2348,537,1923.2,100.98,1811,4,13,9,6.7,2.43,4,2,4,2,3.8,0.36,4,84,160,76,139.8,18.18,132,1.54,2.04,0.5,1.7205,0.16245,1.54,2,2,0,2,0,2,0,1,1,0.1,0.18,0,0,6,6,3.6,2.16,2,0,0,0,0,0,0,3,8,5,5.7,2.07,4,0,0,0,0,0,0,0,5,5,0.5,0.9,0,0,8,8,5.4,2.34,4,0,0,0,0,0,0,4,8,4,5.9,1.89,4,7.1725,16.69,9.5175,13.05625,3.270375,10.73,0,1.524,1.524,0.1524,0.27432,0,0,2.1106628,2.1106628,0.9498084,1.04476896,2.25E-05,166,229,63,206.95,19.845,194
Ti.9La.1Co,1.5,60,150,3.2,AB,Ti0.9 La0.1 Co1,22,57,35,26.25,3.825,27,13,58,45,49,9,58,47.867,138.90547,91.03847,57.952021,9.0765189,58.933195,1193,1941,748,1817.1,111.51,1768,3,9,6,6.45,2.55,9,4,6,2,4.1,0.19,4,126,207,81,145.35,19.35,126,1.1,1.88,0.78,1.688,0.192,1.88,2,2,0,2,0,2,0,0,0,0,0,0,1,7,6,4.45,2.55,7,0,0,0,0,0,0,3,9,6,6.45,2.55,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5.55,2.55,3,0,0,0,0,0,0,3,9,6,5.55,2.55,3,10.245,36.8975,26.6525,14.477875,4.232875,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.77424574,0.77422546,1.5484712,194,194,0,194,0,194
Ti.9Zr.1Fe,1,28.9,30,3.3,AB,Ti0.9 Zr0.1 Fe1,22,40,18,24.9,2.61,26,43,55,12,49.05,5.95,55,47.867,91.224,43.357,54.02385,5.541165,55.845,1811,2128,317,1885.35,74.35,1811,4,8,4,6,2,8,4,5,1,4.05,0.095,4,132,175,43,146.75,14.75,132,1.33,1.83,0.5,1.6745,0.1555,1.83,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4,2,6,0,0,0,0,0,0,4,8,4,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,6,2,4,0,0,0,0,0,0,4,8,4,6,2,4,10.73,23.195,12.465,14.03525,3.30525,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.05534154,1.05532126,2.1106628,194,229,35,211.5,17.5,229
TiCo,1.1,61.1,150,2.2,AB,Ti1 Co1,22,27,5,24.5,2.5,22,43,58,15,50.5,7.5,43,47.867,58.933195,11.066195,53.4000975,5.5330975,47.867,1768,1941,173,1854.5,86.5,1768,4,9,5,6.5,2.5,4,4,4,0,4,0,4,126,160,34,143,17,126,1.54,1.88,0.34,1.71,0.17,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.5,2.5,2,0,0,0,0,0,0,4,9,5,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,0,0,0,0,0,0,3,8,5,5.5,2.5,3,10.245,16.69,6.445,13.4675,3.2225,10.245,0,0,0,0,0,0,2.25E-05,1.5484712,1.548448667,0.774246867,0.774224333,2.25E-05,194,194,0,194,0,194
TiCo,1.3,57.8,150,2.2,AB,Ti1 Co1,22,27,5,24.5,2.5,22,43,58,15,50.5,7.5,43,47.867,58.933195,11.066195,53.4000975,5.5330975,47.867,1768,1941,173,1854.5,86.5,1768,4,9,5,6.5,2.5,4,4,4,0,4,0,4,126,160,34,143,17,126,1.54,1.88,0.34,1.71,0.17,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.5,2.5,2,0,0,0,0,0,0,4,9,5,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,0,0,0,0,0,0,3,8,5,5.5,2.5,3,10.245,16.69,6.445,13.4675,3.2225,10.245,0,0,0,0,0,0,2.25E-05,1.5484712,1.548448667,0.774246867,0.774224333,2.25E-05,194,194,0,194,0,194
TiCo,1.4,57.4,155,4,AB,Ti1 Co1,22,27,5,24.5,2.5,22,43,58,15,50.5,7.5,43,47.867,58.933195,11.066195,53.4000975,5.5330975,47.867,1768,1941,173,1854.5,86.5,1768,4,9,5,6.5,2.5,4,4,4,0,4,0,4,126,160,34,143,17,126,1.54,1.88,0.34,1.71,0.17,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.5,2.5,2,0,0,0,0,0,0,4,9,5,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,0,0,0,0,0,0,3,8,5,5.5,2.5,3,10.245,16.69,6.445,13.4675,3.2225,10.245,0,0,0,0,0,0,2.25E-05,1.5484712,1.548448667,0.774246867,0.774224333,2.25E-05,194,194,0,194,0,194
TiCo,1.45,54,152,2,AB,Ti1 Co1,22,27,5,24.5,2.5,22,43,58,15,50.5,7.5,43,47.867,58.933195,11.066195,53.4000975,5.5330975,47.867,1768,1941,173,1854.5,86.5,1768,4,9,5,6.5,2.5,4,4,4,0,4,0,4,126,160,34,143,17,126,1.54,1.88,0.34,1.71,0.17,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.5,2.5,2,0,0,0,0,0,0,4,9,5,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,0,0,0,0,0,0,3,8,5,5.5,2.5,3,10.245,16.69,6.445,13.4675,3.2225,10.245,0,0,0,0,0,0,2.25E-05,1.5484712,1.548448667,0.774246867,0.774224333,2.25E-05,194,194,0,194,0,194
TiCo.5Fe.5,1.1,42.3,100,4,AB,Ti1 Co0.5 Fe0.5,22,27,5,24.25,2.25,22,43,58,15,49.75,6.75,43,47.867,58.933195,11.066195,52.62804875,4.76104875,47.867,1768,1941,173,1865.25,75.75,1941,4,9,5,6.25,2.25,4,4,4,0,4,0,4,126,160,34,144.5,15.5,160,1.54,1.88,0.34,1.6975,0.1575,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.25,2.25,2,0,0,0,0,0,0,4,9,5,6.25,2.25,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.75,2.25,8,0,0,0,0,0,0,3,8,5,5.75,2.25,8,10.245,16.69,6.445,13.58875,3.10125,16.69,0,0,0,0,0,0,2.25E-05,2.1106628,2.110640267,0.914794767,0.914772233,2.25E-05,194,229,35,202.75,13.125,194
